station_code,station_name,lat,lon
RJO,RAJENDRA PUL,25.3874,86.0105
RJP,RAZAMPETA,14.1845,79.1527
RJPM,RAJAPALAYAM,9.4524,77.5610
RJQ,Rajendranagar,22.6700,75.8295
RJR,Rajaldesar,28.0337,74.4777
RJS,RAJIYASAR,29.0675,73.8422
RJT,RAJKOT JN,22.3122,70.8034
RJU,Rajula City,21.0466,71.4560
RJY,RAJAMUNDRY,16.9842,81.7839
RK,ROORKEE,29.8517,77.8742
RKB,RAIKA BAGH,26.2916,73.0397
RKD,RUKADI,16.7249,74.3567
RKH,RAKHIYAL,23.2606,72.9038
RKI,RAMKANALI JN,23.5799,86.7623
RKJE,Rakhitpur,23.7257,86.4909
RKK,Ratangarh Kanakwal,29.9228,74.9668
RKL,Ramkola,26.9067,83.8367
RKM,RAJA KI MANDI,27.1938,77.9966
RKN,RATI KA NAGLA,27.6544,78.2406
RKR,RANIKUND RARAH,27.3242,77.5555
RKS,SARAI RANI,26.0158,83.1215
RKSH,RISHIKESH,30.1072,78.2875
RKSN,RAJKHARSAWAN JN,22.7335,85.8112
RKX,RUKHI,29.0901,76.6795
RKY,KOTHARIYA,22.1768,70.8144
RKZ,RAJKIAWAS,25.7504,73.5235
RLA,RAJULA JN,21.1037,71.4793
RLD,RANDALA,22.2377,73.0885
RLE,RAILEY ENGLISH HALT,25.4830,85.7557
RLG,RELANGI,16.7099,81.6441
RLK,ROHAL KHURD,23.4823,75.4606
RLL,REGADIPALLI,14.8136,78.1360
RLO,RAYALCHERUVU,15.0560,77.8210
RLP,HARLAPUR,15.4348,75.7993
RLR,RAILA ROAD,25.6303,74.5963
RLS,ROMANA ALBEL SINGH,30.5106,74.8500
RM,Rajmane,20.6431,74.9417
RMA,RAMGANJ MANDI,24.6446,75.9394
RMB,Rampura Beri,28.5301,75.6455
RMBG,RAMGHAT HALT,26.8206,82.2144
RMC,Ram Chaura Road,25.6095,81.6870
RMD,RAMANATHAPURAM,9.3584,78.8369
RMF,RAMNA,24.2397,83.6057
RMGJ,RAMGANJ,26.0492,82.0207
RMGM,RAMANAGARAM,12.7201,77.2835
RMH,RANGMAHAL,29.4058,73.9747
RMJ,RAMRAJATALA,22.5878,88.2954
RMJK,RAM NAGAR J K,32.8635,75.1454
RMM,RAMESWARAM,9.2810,79.3068
RMN,Raman,29.9598,74.9621
RMNP,RAMANNAPET,17.2823,79.0870
RMNR,RAHMAT NAGAR,26.7448,81.1559
RMO,Ramakona,21.6843,78.8265
RMP,RAHIMATPUR,17.6122,74.1722
RMPB,RAMPUR BAZAR,25.3588,88.6061
RMPH,Rampahari,26.2365,77.3571
RMPR,RAMPUR HALT,25.1722,86.1407
RMR,RAMNAGAR,29.3902,79.1222
RMSR,RAMSINGHPUR,29.1853,73.3989
RMU,RAMPUR,28.7789,79.0234
RMV,RAMAVARAPPADU,16.5262,80.6797
RMW,ROSHAN MAU,26.4793,79.9847
RMX,Ramsar,25.7223,70.8661
RMY,RUKMAPUR,17.2736,77.6754
RMZ,ROUTHPURAM HALT,18.6210,84.3357
RN,RATNAGIRI,17.0028,73.3569
RNA,ROHANA KALAN,29.5757,77.6858
RNB,Ranpura,26.5794,77.4426
RNBD,RANA BORDI,21.7147,69.7919
RNBT,RAHENBATA,20.3290,83.0899
RNC,RANCHI,23.3488,85.3335
RNE,RANJANI,19.6461,76.1070
RNG,RANIGANJ,23.6029,87.1170
RNGG,Rangaliting,26.6564,93.9183
RNGR,RAINAGAR,23.1357,88.0423
RNH,RUNKHERA,23.4138,75.1888
RNI,RANGAPANI,26.6643,88.3744
RNIS,Ranolishishu,27.5170,75.3010
RNJ,Runija,23.0608,75.3768
RNJD,RANJANGAON RD,18.8710,74.6007
RNKA,RUNKUTA,27.2229,77.8979
RNL,RANALA,21.3728,74.4718
RNN,RAJANKUNTI,13.1742,77.5649
RNO,RANOLI,22.4053,73.1123
RNPR,RUPNARAYANPUR,23.8187,86.8855
RNQ,RENUKUT,24.2036,83.0399
RNR,RANIBENNUR,14.6255,75.6351
RNRD,RANIPUR ROAD,25.2709,79.0559
RNT,RANTHAMBHORE,26.0931,76.4100
RNTE,RAMANAND,25.5548,84.4911
RNTL,RANITAL,21.1497,86.5565
RNV,Raniwara,24.7505,72.2043
RNW,Renwal,27.1495,75.3562
RNY,RANGIYA JN,26.4479,91.6059
ROA,RUSERA GHAT,25.7463,86.0357
ROB,ROBERTSON,21.9887,83.1825
ROHA,ROHA,18.4465,73.1236
ROHN,ROHEDNAGAR HALT,28.7611,76.8141
ROI,REOTI,25.8339,84.3747
ROK,ROHTAK JN,28.8909,76.5796
ROL,Rajuli,20.1711,79.7035
ROP,RUPSA JN,21.6220,87.0185
RORA,RORA,25.2939,79.2368
ROS,RAJOSI,26.3129,74.6718
ROU,ROURKELA,22.2284,84.8631
ROZA,ROZA JN,27.8531,79.9560
RPAN,RANGAPARA NORTH,26.8216,92.6827
RPB,Rupasibari,24.8553,92.5295
RPD,RUPAUND,23.7318,80.5733
RPGU,RASULPURGOGAMAU,26.3763,80.1184
RPH,RAMPUR HAT,24.1798,87.7821
RPHR,Raipur Hariyana Junction,29.1584,75.7728
RPI,RUPAHELI,25.7717,74.6358
RPJ,RAJPURA JN,30.4865,76.5940
RPK,RAVALPALLI KALA,17.4400,78.0842
RPL,REDDIPALLE,14.0932,79.2255
RPM,ROYAPURAM,13.1035,80.2932
RPMN,RAMPURMANI HARA,29.8056,77.4599
RPO,RAWATPUR,26.4830,80.2981
RPP,Ranu Pipri,22.2035,73.0408
RPRD,RUPRA ROAD,20.0845,83.3310
RPRL,RAPARLA HALT,15.6192,80.1691
RPUR,RATANPUR,25.2798,86.5761
RPV,Rajapatti,26.1808,84.8084
RPWN,Rambhawan Halt,25.2547,85.2393
RPZ,Ranapratapnagar,24.5824,73.7281
RQJ,RANINAGAR JALPAIGIRI,26.5447,88.6483
RQP,RADHAKISHOREPUR,20.5599,85.7545
RR,RICHHA ROAD,28.7173,79.4889
RRB,BIRUR JN,13.5911,75.9747
RRE,Rahul Road,25.2742,85.5309
RRGA,RANGAREDDY GUDA,16.9019,78.1808
RRI,RAHURI,19.4116,74.6777
RRJ,RAMARAJU PALLI,15.0419,77.6174
RRL,REWRAL,21.2611,79.4681
RRME,RANCHI ROAD,23.6660,85.5116
RRNH,RAMRUPNAGAR,26.7904,85.1622
RRP,Rairangpur,22.4410,86.1642
RRS,Raghuraj Singh,26.2558,80.8797
RRU,RAYARU,26.3075,78.1299
RRW,Roranwala,30.4441,74.2562
RS,Risia,27.6888,81.6055
RSA,Risama,21.0589,81.3248
RSG,RAMSAGAR,23.1062,87.2771
RSH,Ratan Shahr,28.1581,75.5240
RSI,RAISI,29.6928,78.0664
RSJ,RAYSER,24.9152,77.5499
RSLR,RASULPUR,23.1872,88.0400
RSM,RASMARA,21.2041,81.2164
RSMN,Ramgovindsingh Mahuli Halt,25.5319,85.1132
RSNR,Rai Singh Nagar,29.5360,73.4505
RSR,RASRA,25.8617,83.8578
RSWN,RAMESHWAR NAGAR,26.9804,84.5201
RSWT,Ramgarh Shekhawati,28.1694,74.9930
RSYI,RASAYANI,18.8940,73.1519
RT,ROHAT,25.9215,73.0953
RTA,RUTHIYAI,24.5319,77.1758
RTB,RAJA TALAB,25.2639,82.8507
RTBR,Ratabari,24.5721,92.4169
RTG,Rangtong,26.8361,88.3424
RTGH,Ratangarh Junction,28.0666,74.6236
RTGN,RATANGAON,23.8366,79.8925
RTI,RAOTI,23.1836,74.8787
RTJ,Rantej,23.4715,72.1538
RTK,Ramtek,21.4007,79.3265
RTLM,RATLAM JN,23.3402,75.0507
RTM,RATLAM JN,23.3404,75.0508
RTN,RETANG,20.1994,85.7609
RTP,RATANPURA,25.9219,83.7445
RTR,RAMNATHPUR,25.4124,82.0178
RTU,Ratan Sarai,26.3735,84.5736
RTZ,RATONA,23.8354,78.6854
RU,RENIGUNTA JN,13.6363,79.5063
RUB,RASULABAD,25.8270,80.9771
RUG,RAJLU GARHI,29.0907,77.0121
RUI,Rukni,23.5518,86.5480
RUJ,RANUJ,23.7594,72.2152
RUL,RAULI,19.2303,83.1673
RUM,RUPAMAU,26.2302,81.3253
RUP,Rupahigaon,26.4126,92.7423
RUPC,RUDRAPUR CITY,28.9693,79.3792
RUR,RANPUR,22.3599,71.7173
RURA,RURA,26.4854,79.9082
RUSD,Runnisaidpur,26.4106,85.5197
RUT,RATNAL,23.1869,69.8974
RV,RAVER,21.2222,76.0446
RVD,RAVIKAMPADU,17.2302,82.3682
RVG,REVELGANJ GHAT HALT,25.7871,84.6394
RVK,RAJA BHAT KHAWA,26.6201,89.5286
RVKH,RAVINDRAKHANI,18.9366,79.4614
RVS,RAVANASAMUDRAM(FLAG),11.0615,77.0695
RW,Rankua,20.7661,73.1295
RWH,Rowriah Sdg,26.7219,94.1724
RWJ,RAWANIA DUNGAR,25.8878,76.3137
RWL,RAIWALA,30.0321,78.2099
RWO,RANAVAV,21.6982,69.7261
RWTB,ROWTA BAGAN,26.7368,92.2149
RXL,RAXAUL JN,26.9870,84.8446
RXM,ROOMA,26.3570,80.4304
RXN,Ramsan,24.4059,72.0358
RXR,RANGAPAHAR,25.8550,93.7078
RY,RAYAKA,22.4131,72.0236
RYC,Rayakkottai,12.5149,78.0275
RYS,RASURIYA,28.2640,79.4745
RYT,RAYAT PURA,26.4569,78.3819
RZJ,RAZAGANJ,27.9944,80.6329
RZN,RAUZAGAON,26.7853,81.7080
S,SHRIRANGAPATNA,12.4247,76.6780
SA,SALEM JN,11.6717,78.1134
SAA,SATHIAON,26.0342,83.2873
SAB,SANTAMAGULUR,16.1471,79.9151
SABD,SALABAD,26.9850,77.3103
SAC,SANICHARA,26.3634,78.1984
SAD,Sonada,26.9603,88.2733
SADP,SAIDAPUR,16.5700,77.2498
SAF,SALKHAPUR,25.6551,82.6805
SAG,SANGRUR,30.2438,75.8305
SAGM,SAGMA,24.6221,80.8283
SAGR,SHRIRAJNAGAR,26.5226,81.0778
SAH,SAPHALE,19.5766,72.8218
SAHA,Sarahula,25.4702,83.6463
SAHI,SATHI,27.0159,84.5039
SAHL,SAHELI,22.4883,77.8198
SAHP,SAHIJPUR,23.0614,72.6316
SAHR,SAHERI,25.5591,83.4491
SAHT,SAMHUTA,25.8522,84.6524
SAI,SARAI,25.7800,85.2766
SAJH,SAHJA HALT,25.4782,87.6740
SAK,Sak Bahadurpur,22.1784,73.5598
SAKA,Simariya Kajanwada,22.4395,80.3251
SAKD,Suprakandi,24.7884,92.3787
SAL,SALWA,21.2365,79.2930
SALE,SALAR,23.7746,88.1111
SAMT,SALEM MARKET,11.6541,78.1426
SAN,SANDILA,27.0595,80.5174
SANH,SANHA HALT,25.4274,86.3684
SANK,SANK,26.4305,78.0598
SANR,SARDARNAGAR,26.7009,83.4941
SAO,SAGONI,23.8119,79.8114
SAP,SATTENAPALLE,16.4050,80.1527
SAPE,SAPE WAMNE,18.0855,73.3565
SAPR,SARANGPUR ROAD,22.2367,71.7486
SAPT,Sugapahari,24.2789,86.5687
SAR,SHAHZAD NAGAR,28.7500,79.0521
SAS,SHIVDASPURA PADAMPURA,26.7136,75.8833
SASG,Sasan Gir,21.1690,70.6024
SASN,SAS NAGAR MOHALI,30.6661,76.7400
SASR,Sausar,21.6589,78.8025
SAT,SANT ROAD,22.7964,73.8004
SAU,SANAND,23.0242,72.3847
SAV,SAVDA,21.1111,75.9107
SAW,SURIAWAN,25.4610,82.4237
SAWN,Sohansra,28.4076,75.8606
SAY,SAYAMA,22.3918,72.6591
SAZ,Samni,21.8526,72.9246
SB,SARAI BHOPAT,26.8378,78.9447
SBB,SAHIBABAD,28.6740,77.3642
SBBP,SARDAR BALVBHAI PATEL HALT,26.2366,86.3122
SBD,SLEEMANABAD RD,23.6144,80.2852
SBDR,Sonbhadra,24.7944,82.9218
SBE,SORBHOG JN,26.4943,90.8883
SBG,SAHIBGANJ JN,25.2414,87.6346
SBGA,SHRAVANABELAGOLA @,12.8714,76.4656
SBH,SULEBHAVI,15.9126,74.6417
SBHN,SHRIBHAVNATH,27.5834,75.1093
SBHR,Subrahmanya Road,12.7313,75.5576
SBJ,SARAI BANJARA,30.5384,76.5157
SBK,SHAHBAZ KULI,25.6321,83.6747
SBL,Sabalgarh,26.2513,77.4087
SBLJ,SHRI BALAJI,27.4168,73.5374
SBLT,SHRI BHADRIYA LATHI,27.0304,71.5159
SBM,SONBARSA KACHERI,25.7938,86.5957
SBNM,Subarnamrigi,24.2732,88.2921
SBNR,SHRI VIJAINAGAR,29.2405,73.5234
SBO,SABAUR,25.2391,87.0459
SBP,SAMBALPUR,21.4831,83.9603
SBPD,SAMBALPUR ROAD,21.4779,83.9757
SBPS,SAHID BABA PARAV,24.8166,87.0176
SBPY,SAMBALPUR CITY,21.4770,84.0076
SBR,SAMBHAR LAKE,26.9043,75.1799
SBRA,SARBAHARA,22.7105,81.9104
SBT,SABARMATI JN,23.0775,72.5893
SBW,Shewbabudih,23.6595,86.3907
SBZ,SISWA BAZAR,27.1496,83.7563
SC,SECUNDERABAD JN,17.4331,78.5015
SCA,SALCHAPRA,24.8273,92.6719
SCE,Senchoa Junction,26.3116,92.6425
SCH,SACHIN,21.0777,72.8741
SCI,SANCHI,23.4881,77.7358
SCKR,SALICHAUKA ROAD,22.8336,78.6763
SCL,SILCHAR,24.8303,92.7868
SCM,SIMHACHALAM,17.7447,83.2204
SCMN,SIMHACHALAM NORTH,17.7521,83.2096
SCN,SONDHA ROAD,26.4988,78.4846
SCO,SATUNA,19.4949,76.3481
SCP,SIRNAPALLI,18.4875,78.2711
SCPD,SUCHIPIND,31.3432,75.6216
SCPR,SHYAMA CHARANPUR HALT,20.6424,85.6163
SCQ,Sham Chaurasi,31.4585,75.7664
SCT,SENGOTTAI,8.9874,77.2418
SCV,Sukhchain,29.7678,74.9901
SCY,SACHIWALAY HALT,25.5962,85.1174
SD,SIDHAULI,27.2810,80.8376
SDAH,KOLKATA SEALDAH,22.5668,88.3747
SDAM,SUNDHIAMAU,27.1214,81.2869
SDB,SHAHABAD,17.1217,76.9435
SDBH,Sindri Block Hut,23.6929,86.4471
SDC,SAIDABAD,25.3791,82.1202
SDD,SINDHAWADAR,22.5465,70.8941
SDE,SADISOPUR,25.5662,84.9170
SDF,Sudsar,28.0124,73.7858
SDG,SAHADAI BUZURG,25.6615,85.4551
SDGH,Sri Dungargarh,28.0703,74.0080
SDGM,SARDARGRAM,23.0708,72.6420
SDH,SARADHNA,26.3404,74.5662
SDHA,SIDHARI HALT,26.0377,83.1877
SDHR,Sandhanidhar,20.9422,70.7137
SDI,Sagardighi,24.2878,88.1054
SDL,SHAHDOL,23.2860,81.3641
SDLE,SWADINPUR,24.2535,87.8226
SDLK,SUNDLAK,25.1215,76.4558
SDLP,Sadulpur Junction,28.6311,75.3870
SDM,SURAREDDIPALEM,15.4076,80.0457
SDMD,Sudamdih,23.6545,86.4403
SDMK,Sidmukh,28.8939,75.2905
SDN,SHOLAVANDAN,10.0223,77.9651
SDNR,Seydunganallur,8.6394,77.8350
SDPH,Sardar Patel Halt,25.0504,85.4241
SDPR,SARDAR PATEL ROAD,28.5958,77.1671
SDPT,SEDARAMPATTU,12.6720,79.2027
SDRA,Sudharana,28.4537,76.4258
SDRN,Shendurni,20.7374,75.5616
SDS,Sadulshahr,29.9026,74.1727
SDT,SADAT,25.6733,83.3084
SDUA,SADURA,33.6757,75.1363
SDV,SOMIDEVIPALLE,15.4534,79.0381
SDVL,SOLDEVANAHALLI,13.0914,77.4904
SDY,SADHOO GARH,30.5829,76.4485
SDZ,Sindhar,31.1103,75.2412
SEB,SON NAGAR,24.8822,84.2293
SED,SHEDBAL,16.7203,74.7528
SEE,SONPUR JN,25.6968,85.1669
SEG,SHEGAON,20.8017,76.6903
SEGM,SEVAGRAM,20.7391,78.6192
SEH,SEHORE,23.2151,77.0779
SEI,SHENDRI,18.1301,75.5526
SEJ,SARKHEJ,22.9819,72.4975
SEL,SANKRALL,22.5613,88.2091
SELU,SELU,19.4481,76.4333
SEM,SERAM,17.1807,77.2835
SEN,SENAPURA,13.7177,74.6840
SEO,SEOHARA,29.2048,78.5810
SEP,SODPUR,22.6989,88.3822
SEPN,SEPON,27.1171,94.8564
SEPR,SHERPUR,28.9194,78.2529
SEQ,SEKHA,30.3805,75.6438
SER,SAMAYANALLUR,9.9815,78.0351
SES,SEMARI,24.0700,73.8418
SET,SETTIHALLY,12.6442,77.1419
SEU,SENDRA,26.0780,74.1941
SEV,SITHALAVAI,10.9581,78.2739
SEW,SEHAL,28.9186,78.8227
SEX,Seroni Road,25.9440,76.8845
SEY,Seoni,22.0754,79.5458
SF,SETTIGUNTA,13.8743,79.3823
SFA,SANHERA HALT,28.9034,77.2823
SFC,SAINTALA,20.4339,83.3350
SFDE,SAFIDON,29.3979,76.6614
SFE,Sanodiya,27.0112,75.2791
SFG,SUBEDARGANJ,25.4399,81.7899
SFH,SAFEDABAD,26.8979,81.1166
SFK,SIKIR,20.3379,83.1997
SFM,SUNAM,30.1303,75.8088
SFNR,Saifinagar Halt,22.6987,75.8534
SFPR,Safipur,26.7443,80.3548
SFR,SAFRAI,27.0290,94.9429
SFW,SARANGPUR,23.5811,76.4872
SFX,SAFILGUDA,17.4617,78.5331
SFY,SHAJAPUR,23.4251,76.2978
SFZ,SINDURIYA KACHARI,24.0211,76.9259
SG,SHAHGARH,28.5592,80.0430
SGA,Shergarh,30.0802,74.9473
SGAC,SOGARIYA CABIN,25.2301,75.9002
SGAM,SAREIGRAM,24.0396,82.2056
SGBJ,SURGAON BANJARI,21.9461,76.5442
SGC,SAONGI ( PH ),21.8115,80.1998
SGD,SONGADH,21.7289,71.8868
SGDM,SIGADAM,18.3606,83.6814
SGDP,Sagadapata,21.2447,85.9094
SGE,SANKARIDURG,11.4457,77.8704
SGF,SANGAT,30.0881,74.8325
SGG,SULTANGANJ,25.2408,86.7362
SGJ,SAFDARGANJ,26.9145,81.3612
SGKM,Srungavruksham,16.5438,81.6019
SGL,SAGAULI JN,26.7582,84.7393
SGLA,SANGOLA,17.4356,75.1876
SGLM,SENGULAM,8.6070,77.6829
SGM,SOLGAMPATTI,10.7857,78.8587
SGND,SHRIGONDA ROAD,18.5982,74.6415
SGNR,SHRI GANGANAGAR,29.9318,73.8714
SGO,SAUGOR,23.8473,78.7429
SGP,SOHAGPUR,22.6938,78.1943
SGR,SANGMESHWAR,17.2020,73.5462
SGRA,SANGARIA,29.7925,74.4661
SGRD,SULGARE,22.0200,82.7438
SGRL,SINGRAULI,24.2043,82.6427
SGRM,SINGARAM,19.1109,83.1050
SGRP,SINGHIRAMPUR,27.2627,79.6294
SGRR,SANGAR,32.8062,75.0441
SGS,Shoghi,31.0388,77.1242
SGUD,Siliguri,26.7236,88.4140
SGUJ,SILIGURI JN,26.7232,88.4137
SGUT,SILIGURU TOWN,26.7073,88.4296
SGW,SINGWAL,26.0610,74.6828
SGYW,Singriawan,25.4095,85.2845
SGZ,SHAMGARH,24.1911,75.6428
SHAD,SHAHAD,19.2447,73.1586
SHAN,SRINIVASA NAGAR,17.9100,78.4619
SHBL,SHIBLUN,23.6926,88.0830
SHC,SAHARSA JN,25.8752,86.5950
SHDR,SHADHORAGAON,24.6334,77.5847
SHE,SEORAPHULI,22.7747,88.3288
SHEO,SHISHO,26.2060,85.8639
SHER,Sher,26.3517,84.6283
SHF,Shirud,20.7354,74.8763
SHG,SHAHGANJ JN,26.0614,82.6797
SHGN,SHRI GHASINAGAR,27.0865,76.6268
SHH,SHAPUR JN,21.4783,70.3711
SHHT,SINGHAUL HALT,25.4350,86.0967
SHI,SINGANALLUR,11.0129,77.0395
SHJ,SAHASPUR,23.1357,88.0423
SHJP,SAHAJIPUR HALT,26.0963,81.8642
SHK,SHEIKPURA,25.1321,85.8540
SHKL,SHANKRUL,23.1420,87.6546
SHLK,SHOLAKA,27.9736,77.3606
SHLT,SHALASHA.KA.THANA,26.9122,75.8023
SHLV,SHELAVI,23.1121,72.5840
SHM,KOLKATA SHALIMAR,22.5555,88.3156
SHMI,SHIROOR,13.9307,74.5940
SHMR,SHYAMSUNDAR,23.0815,87.8606
SHN,Suchan Kotli,29.5158,75.1703
SHNG,SHIVNAGAR,26.3363,81.8826
SHNR,SHADNAGAR,17.0646,78.2133
SHNX,SHEO SINGH PURA,26.9134,75.5673
SHR,SIHORA ROAD,23.4671,80.1103
SHRD,SAIJ SERTHA RD,23.2126,72.5200
SHRG,Sri Ramgarh Halt,29.1739,74.9312
SHRM,SHARMA,27.6039,80.0033
SHSK,SAHARSRAKUND,19.4027,78.0080
SHT,SAHARI HALT,25.4757,85.7278
SHTS,Sambhal Hatim Sarai,28.5969,78.5682
SHTT,Silghat Town,26.6089,92.9299
SHU,SHOLINGHUR,13.0140,79.4846
SHV,SHIVANI,13.8111,76.0582
SHW,SAMHON,26.7342,79.3207
SHWL,SAHUWALA,29.3552,73.8130
SHX,SHUKHARULLAPUR,27.4483,79.4719
SHYP,Sakarayapatna,13.4304,75.9285
SHZ,Summer Hill,31.1075,77.1382
SI,SONALLI,25.6048,87.7176
SIA,SHIVLANKHA,23.3805,70.6202
SIC,SONIK,26.5862,80.5598
SICY,SHAHEED ISHWAR CHOWDHARY HALT,24.8074,85.0149
SID,SIDDHPUR,23.9181,72.3680
SIE,SIDDAMPALLI,13.1606,79.1371
SIF,SIRLI,19.5088,77.2122
SIGA,SHANTHIGRAMA @,12.9846,76.2054
SIHO,SIHO,26.0084,85.5059
SII,SITIMANI,16.3199,75.8656
SIKD,SIKRODA KWANRI,26.5696,77.9629
SIKR,Sikar Junction,27.6163,75.1534
SIL,SAKHI GOPAL,19.9429,85.8161
SILO,Silao,25.0786,85.4346
SILR,SILARI,27.6126,75.1457
SIM,SHRI AMIRGADH,24.4059,72.6437
SINA,SRINAGAR,34.0237,74.8471
SINI,SINI JN,22.7895,85.9470
SINR,Sinor,21.9113,73.3361
SIOB,SAMAKHIALI JN,23.3098,70.5034
SIP,SURAIMANPUR,25.8092,84.4800
SIPA,Singhookharia,22.4982,85.7951
SIPR,SIHAPAR,26.7579,83.1649
SIQ,SARKONI,25.6431,82.7521
SIR,SIRHIND JN,30.6242,76.3832
SIRA,Sirhi Itara,26.3670,80.2152
SIRD,Sird,27.5544,72.5964
SISN,SISAUNA,29.2162,78.2805
SIVN,SIVNAR HALT,25.4047,85.8808
SIW,SHIRRAVDE,17.3607,74.1574
SIY,Sirry,20.9904,81.7312
SIZ,Shrikhanda,23.5879,88.0741
SJA,SIJUA,23.7902,86.3297
SJDA,SANJUJE DA AREY,15.4375,75.5963
SJDR,SRI JHADESHWAR,20.5965,86.0193
SJER,SANJARPUR,26.0173,82.9722
SJF,SAJANVAR ROAD,21.0753,71.6084
SJGH,SARAI JAGDISH,25.3001,82.3651
SJGM,SANJAY GRAM,25.7062,87.8904
SJJ,Sanjha,25.0658,87.0009
SJKL,SURJA KAMAL,25.9359,87.8493
SJL,SANGAM JAGARLAMUDI,16.2466,80.5705
SJM,Sajuma,29.7270,76.2964
SJN,SANJAN,20.1916,72.8206
SJP,SHUJALPUR,23.3812,76.7235
SJPA,Sujalpur,21.7632,87.6575
SJPM,SUJATA PURAM HALT,12.1403,76.6755
SJQ,SURAJPUR ROAD,23.2892,82.8801
SJRR,SAJHERPAR,26.4224,89.3523
SJS,SHAMLAJI ROAD,23.6216,73.3357
SJSM,Salemgarhmasani,29.5501,74.4624
SJT,SHUJAATPUR,25.6056,81.4019
SJTR,Sojitra,22.5949,72.9049
SJV,Sanjhauli Halt,25.1439,84.1910
SK,SAKHUN,26.7381,75.0912
SKA,SIKANDRA RAO,27.6841,78.3876
SKAR,SAKARIYA,24.6075,80.9008
SKB,SHIKOHABAD JN,27.0857,78.5750
SKBR,SHANKARPUR BHADAURA,24.0832,81.9314
SKDM,SIKRODA MINA,26.7229,77.0022
SKF,SAKHOTI TANDA,29.1926,77.7180
SKG,SAKTIGARH,23.2059,87.9718
SKGH,SAKTESGARH,24.9997,82.8219
SKI,SAKRI JN,26.2089,86.0781
SKJ,SAHIBPUR KAMAL JN,25.4270,86.4001
SKK,SIKKAL,10.7531,79.7907
SKL,SINGAPERUMAL KOIL,12.7625,80.0011
SKLI,Sukli,21.6779,79.6837
SKLP,SHANKARPUR,27.4472,81.0144
SKLR,Sakleshpur,12.9454,75.7787
SKM,SINGARAYAKONDA,15.2531,80.0271
SKN,SRIKRISHNA NAGAR,25.8840,82.4478
SKND,Sukinda Road,20.9713,86.0537
SKNR,Shakar Nagar,18.6594,77.9060
SKP,SHANKARPALLI,17.4508,78.1311
SKPA,SHRIKALYANPURA,25.1899,76.0942
SKPI,SIKARPAI,19.3919,83.3201
SKPR,Sikarpur Halt,21.9849,78.9460
SKPT,SOMANAYAKKANPTI,12.5749,78.5425
SKQ,SIKANDARPUR,28.2478,77.7839
SKR,SAKHPUR,21.7490,69.8332
SKRI,SIKARIA,25.5633,84.3477
SKS,SALEKASA,21.3016,80.4932
SKSO,Sikosa,20.8682,81.2856
SKT,SAKTI,22.0118,82.9565
SKTN,Shakti Nagar,24.1229,82.7047
SKU,Sikroda,26.3369,77.7324
SKVL,SANKVAL,15.3708,73.8677
SKW,Sheikhupur,28.0039,79.1047
SKX,SARKARA,29.1669,79.0833
SKY,Shikara,22.7988,79.8582
SKZR,SIRPUR KAGAZNAGAR,19.3457,79.4892
SL,SURATHKAL,12.9892,74.8062
SLB,SALBONI,22.6410,87.3219
SLBN,SALAI BANWA,24.4212,83.0089
SLD,SAKALDIHA,25.3315,83.2892
SLF,SILLI,23.3516,85.8281
SLG,SIMLAGARH,23.0957,88.2312
SLGE,SULERJAVALGE,17.4589,75.9748
SLGH,SHELGOAN H,19.0801,77.5884
SLGR,SIMALUGURI JN,26.9173,94.7568
SLH,SILIARI,21.4263,81.7555
SLHA,SALHANA,23.8205,80.6567
SLHI,Shilhauri Halt,25.9530,84.8337
SLHP,SULAH HIMACHAL PRADESH,32.0710,76.4758
SLI,SANGLI,16.8587,74.5889
SLJ,SAKRIGALI JN,25.2434,87.7160
SLJR,SALGA JHARI,22.7583,86.2287
SLKN,SANDAL KALAN,29.0634,77.0126
SLKR,SALKAROAD,22.3675,82.0106
SLKX,SALAKATI,26.4458,90.3573
SLM,Somalapuram,14.9140,76.8689
SLN,SULTANPUR,26.2630,82.0661
SLNA,SALAUNA,25.6035,86.2603
SLO,SAMALKOT JN,17.0448,82.1687
SLOR,SELOO ROAD,20.7766,78.7149
SLR,Salogra,30.9343,77.1305
SLRD,SURLA ROAD,19.1770,84.7191
SLRP,SALARPUR,26.7526,82.0132
SLS,SALANPUR,23.7604,86.8764
SLT,SILAUT,26.0489,85.4434
SLTH,SILLAKKUDI,11.0956,79.0369
SLU,SASALU,14.2267,76.1084
SLV,SANDALPUR,26.1135,78.1964
SLW,SOHWAL,26.7530,81.9838
SLWR,SILAWAR,29.5054,77.3450
SLX,SELENG HAT,26.7834,94.4828
SLY,SAMALPATTI,12.3116,78.4840
SLZ,SOLARI,19.8003,85.2478
SM,SAMSI,25.2762,88.0098
SMAE,SAMUDRAGARH,23.3358,88.3250
SMBH,SALIM PUR BIHAR,25.4736,85.4458
SMBJ,SHRI MAHABIRJI,26.6842,76.9677
SMBL,SIMBHOOLI,28.7652,77.9835
SMBX,SAMBA,32.5284,75.1203
SMC,Samnapur,21.9419,80.1564
SMCK,SHYAM CHAK,22.3635,87.5005
SMD,CHERAN MAHADEVI,11.1395,78.6021
SMDR,Simodara,21.4501,73.1128
SMDT,Semmandappatti,11.7956,78.0261
SMF,SAMAR GOPALPUR,28.9609,76.5186
SMI,SITAMARHI JN,26.5944,85.5047
SMK,SAMALKHA,29.2402,77.0030
